sample,EGFR,KRAS,TP53,BRCA1,BRCA2,ALK,PIK3CA,MAPK1,PTEN,HRAS,NRAS,AKT1,CDK4,CDK6,MYC,RET,FGFR1,FGFR2,BRAF,SMAD4,MLH1,MUTYH,TSC1,TSC2,VHL,IDH1,IDH2,SPOP,ARID1A,ATM,AXIN1,FBXW7,RAD51,RB1,ERBB2,RPS6KB1,STK11,NOTCH1,NF1,KMT2C,KMT2D,PD-0325901:MEK_IC50 (uM),RAF265:RAF_IC50 (uM),PHA-665752:c-MET_IC50 (uM),Histology,Hist Subtype1,Site Primary
MPP89_PLEURA,6.333,3.144,0.115,7.543,2.624,0.02159,6.985,11.65,7.436,14.45,68.98,57.65,93.85,8.772,54.4,0.05139,28.3,0.1803,4.971,7.272,19.36,4.552,6.515,10.65,14.13,23.05,31.12,10.01,12.91,3.039,11.35,2.78,7.832,1.882,9.348,7.322,11.87,3.616,5.564,2.819,5.981,8.0,8.0,8.0,mesothelioma,NS,PLEURA
BC3C_URINARY_TRACT,6.264,3.632,41.38,12.06,1.173,0.01477,6.376,19.03,4.998,26.77,23.52,55.46,113.4,16.15,61.45,0.05741,8.653,0.4301,3.086,3.306,11.35,6.122,5.634,12.44,13.13,62.67,8.361,9.319,8.327,3.934,14.35,4.2,15.97,11.71,12.96,5.441,12.42,11.72,6.364,2.715,8.124,,,,carcinoma,transitional_cell_carcinoma,URINARY_TRACT
NCIH660_PROSTATE,6.201,4.563,5.846,12.64,2.571,0.2339,7.924,13.16,0.07097,26.95,25.67,42.21,91.85,1.885,12.54,34.77,0.3394,6.851,6.484,17.55,27.1,15.67,11.49,22.27,30.29,46.22,74.04,17.09,47.33,5.729,14.73,3.296,7.207,2.156,7.362,6.953,23.75,3.787,10.25,7.238,9.923,,,,carcinoma,small_cell_carcinoma,PROSTATE
KALS1_CENTRAL_NERVOUS_SYSTEM,6.188,6.109,33.28,4.857,1.728,0.3141,7.396,17.45,3.319,11.32,39.88,48.69,58.91,10.64,9.045,0.07767,21.61,2.587,5.17,7.29,17.38,2.749,6.53,9.628,16.78,21.63,50.57,8.734,18.38,3.679,8.073,3.647,8.737,2.013,6.97,4.879,16.35,6.611,3.838,5.392,8.461,2.967,0.2905,8.0,glioma,NS,CENTRAL_NERVOUS_SYSTEM
HS706T_BONE,6.173,4.094,12.74,6.851,2.485,0.02618,7.213,12.78,6.0,27.65,18.37,46.06,55.92,12.08,9.975,1.281,55.47,1.724,4.417,5.655,16.12,2.709,5.399,10.43,7.635,31.74,10.1,15.37,11.71,5.145,7.807,3.702,6.996,13.14,14.96,5.339,17.3,6.314,6.151,3.188,8.417,,,,giant_cell_tumour,NS,BONE
HCC2429_LUNG,6.155,4.988,22.26,8.969,1.833,0.02228,4.536,16.22,8.02,36.97,26.67,40.36,149.3,0.05559,79.47,0.02995,2.938,3.253,4.099,6.146,21.44,8.245,4.299,12.49,16.85,24.39,52.47,15.24,28.65,5.587,11.73,4.301,12.14,8.943,25.32,9.779,27.35,16.97,5.545,3.789,7.727,,,,,,LUNG
KNS42_CENTRAL_NERVOUS_SYSTEM,6.048,3.747,12.4,12.64,1.89,0.029,11.78,39.59,10.1,14.11,36.74,27.91,101.7,5.942,3.016,0.02014,20.35,6.096,3.838,6.679,14.44,4.557,9.089,12.5,12.31,36.4,22.59,24.99,15.83,8.969,11.46,2.147,9.782,16.52,14.97,13.3,26.94,11.04,8.125,6.564,9.407,8.0,5.805,8.0,glioma,NS,CENTRAL_NERVOUS_SYSTEM
SYO1_SOFT_TISSUE,6.047,3.702,29.15,8.358,2.877,0.00724,8.047,13.49,7.299,9.922,24.61,33.79,122.4,26.11,60.08,2.492,37.43,6.807,5.604,8.167,27.04,9.187,6.215,10.84,18.2,44.41,62.97,19.16,24.9,9.988,10.18,2.733,5.178,8.246,15.36,12.9,14.08,4.64,9.104,5.016,5.329,,,,,,SOFT_TISSUE
HS822T_FIBROBLAST,5.937,3.354,8.54,0.4824,0.3303,0.01978,5.482,11.36,6.389,12.16,12.27,29.41,24.01,6.604,8.597,0.01057,25.24,0.3763,3.096,4.154,9.493,1.267,3.672,7.176,5.544,10.39,14.46,12.02,5.518,3.54,4.64,2.59,1.134,6.437,11.43,4.126,8.774,1.869,4.3,2.704,4.271,,,,,,FIBROBLAST
OVMANA_OVARY,5.909,1.296,1.925,3.161,0.3717,3.518,2.872,6.409,5.522,10.29,13.08,13.56,37.22,1.053,9.762,0.03143,21.57,0.7845,1.533,1.861,3.977,5.334,3.47,6.375,7.656,35.46,2.533,4.397,3.201,3.259,8.177,12.2,2.46,4.668,19.73,5.303,6.039,2.874,2.515,1.304,1.803,8.0,8.0,8.0,carcinoma,clear_cell_carcinoma,OVARY
SNU475_LIVER,5.893,3.974,26.9,4.898,1.589,0.01941,4.823,15.82,4.394,20.97,28.08,51.25,50.08,4.579,8.795,0.04841,24.47,1.658,3.888,4.621,10.44,3.192,4.995,9.542,6.809,66.16,51.57,13.5,19.34,6.512,0.01918,1.752,8.333,8.791,16.7,4.163,13.96,3.859,8.236,4.139,8.564,8.0,1.217,8.0,carcinoma,hepatocellular_carcinoma,LIVER
JR_SOFT_TISSUE,5.817,5.18,1.44,8.905,2.831,0.09315,9.68,12.65,6.153,31.06,35.89,16.88,218.4,66.24,43.02,0.03261,27.6,0.2749,5.143,11.99,18.3,9.228,6.593,9.503,11.34,34.36,51.15,10.64,12.66,5.924,8.839,2.187,25.12,18.64,4.926,6.308,12.28,6.088,4.835,1.32,4.601,,,,,,SOFT_TISSUE
NCIH647_LUNG,5.689,3.926,26.92,5.45,1.727,0.01277,5.162,13.34,5.344,11.44,36.86,61.27,68.03,20.47,47.89,0.00105,3.373,0.01039,4.431,5.046,10.81,6.802,3.816,10.16,8.499,72.95,13.27,34.35,15.37,5.164,9.394,2.431,7.791,7.353,7.355,6.046,3.469,3.79,2.806,3.365,6.003,8.0,8.0,8.0,carcinoma,mixed_adenosquamous_carcinoma,LUNG
SKNDZ_AUTONOMIC_GANGLIA,5.649,8.758,62.17,25.02,4.968,6.853,7.345,10.32,8.49,22.53,34.42,20.45,213.2,65.32,0.202,3.535,10.13,2.198,5.459,9.795,29.49,8.863,6.468,15.76,36.02,39.85,85.55,24.02,23.71,5.453,12.22,2.435,20.12,16.72,1.367,8.248,14.2,0.09021,8.279,6.163,16.35,8.0,8.0,8.0,neuroblastoma,NS,AUTONOMIC_GANGLIA
SNB75_CENTRAL_NERVOUS_SYSTEM,5.518,3.249,30.43,6.669,1.918,0.9999,8.635,18.29,9.279,24.93,32.67,57.84,78.99,14.95,11.22,0.6872,20.56,9.945,5.002,4.977,16.67,3.797,5.737,8.757,13.09,41.42,41.72,12.28,11.53,4.446,5.357,2.469,8.382,1.379,17.42,5.31,16.55,9.808,6.301,5.421,4.534,,,,,,CENTRAL_NERVOUS_SYSTEM
TE125T_FIBROBLAST,5.474,2.55,10.04,3.33,2.183,0.04036,9.785,16.55,13.74,27.25,26.53,37.0,53.19,12.53,15.97,0.06111,16.04,0.06793,5.048,7.106,14.13,2.362,5.372,7.083,8.909,37.82,12.7,13.99,5.949,8.384,5.641,3.177,5.33,13.39,9.396,8.934,13.32,1.915,5.771,3.241,5.138,,,,,,FIBROBLAST
NCIH1437_LUNG,5.467,2.721,7.392,8.248,1.349,0.0143,5.759,12.59,11.3,15.56,22.04,82.03,39.79,2.828,50.66,2.687,1.821,0.02751,1.872,6.832,11.55,6.175,4.395,16.0,8.04,78.94,60.17,8.385,8.867,8.967,15.87,2.05,14.93,8.65,25.17,7.97,14.19,2.772,6.263,4.439,9.943,,,,carcinoma,adenocarcinoma,LUNG
SKNBE2_AUTONOMIC_GANGLIA,5.458,7.371,34.9,12.21,3.867,8.107,8.59,9.699,25.42,18.57,258.7,46.84,111.1,30.77,0.2127,26.4,25.22,3.806,7.526,5.629,8.371,4.173,7.599,14.71,12.46,18.7,77.46,15.1,20.87,12.01,10.63,6.777,11.68,11.41,1.794,8.85,16.64,0.4288,1.435,8.299,18.95,2.464,6.29,8.0,neuroblastoma,NS,AUTONOMIC_GANGLIA
NB1_AUTONOMIC_GANGLIA,5.345,7.649,29.21,12.31,2.628,494.1,6.062,4.456,8.381,26.0,36.28,27.02,148.8,43.12,0.1232,162.5,17.03,0.8782,4.398,5.728,24.57,5.551,7.046,16.19,21.67,40.39,55.1,6.668,15.32,2.699,17.35,3.251,19.05,27.81,6.462,8.595,13.8,14.22,4.453,5.134,7.673,,,,neuroblastoma,NS,AUTONOMIC_GANGLIA
HS688AT_FIBROBLAST,5.345,3.039,7.599,1.434,0.3845,0.00233,5.756,14.24,6.669,14.39,14.9,39.98,27.85,3.608,9.541,0.02994,22.57,3.68,3.452,5.425,10.02,1.517,5.077,8.69,6.065,18.0,32.66,11.08,5.794,2.531,5.721,2.452,2.706,9.343,14.55,4.693,12.27,2.342,3.495,2.644,3.825,,,,,,FIBROBLAST
F5_CENTRAL_NERVOUS_SYSTEM,5.343,6.775,35.43,7.815,1.422,0.1535,8.623,14.15,12.2,17.11,33.32,36.59,151.1,4.631,89.4,0.4528,49.39,1.042,4.061,5.762,17.7,2.516,4.347,8.517,17.35,24.9,23.44,24.03,17.85,8.641,10.14,3.385,7.142,13.07,13.29,21.62,13.45,3.475,6.177,2.144,3.553,,,,meningioma,NS,CENTRAL_NERVOUS_SYSTEM
SNU201_CENTRAL_NERVOUS_SYSTEM,5.312,3.384,40.88,5.736,0.4869,1.043,6.138,9.85,5.122,16.53,15.9,28.42,53.22,8.423,8.498,0.1207,30.76,2.417,4.575,5.332,15.46,3.144,5.872,14.07,14.13,29.03,39.19,20.09,8.566,4.694,8.792,2.899,6.231,12.26,2.636,9.363,17.39,5.346,9.451,6.532,7.097,,,,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
CW2_LARGE_INTESTINE,5.301,5.171,67.12,9.648,2.684,0.0,3.594,13.81,6.491,25.29,20.82,46.23,122.0,20.65,199.3,0.1037,5.691,1.345,4.904,6.047,3.31,11.24,2.315,6.163,19.99,90.36,25.04,7.656,25.05,1.85,24.71,3.07,21.17,8.428,87.55,4.023,28.51,22.66,5.18,6.018,11.79,,,,carcinoma,NS,LARGE_INTESTINE
LN235_CENTRAL_NERVOUS_SYSTEM,5.214,4.726,24.37,8.939,1.408,0.227,8.202,11.82,0.02622,15.26,25.73,47.3,119.4,7.704,8.044,0.00982,30.87,0.1022,3.84,5.256,19.89,3.924,5.501,11.32,10.53,29.68,34.0,18.68,10.33,3.708,8.722,4.423,4.938,0.1306,9.977,9.607,18.31,4.649,6.486,4.334,4.174,,,,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
QGP1_PANCREAS,5.177,19.44,4.394,13.22,2.137,1.135,4.54,9.133,6.805,14.27,22.63,25.99,140.2,12.05,41.67,39.65,9.737,0.3707,7.968,8.394,9.981,16.14,4.498,13.22,25.45,183.9,89.99,21.95,12.49,7.437,14.52,19.67,7.038,7.124,1.682,9.448,14.33,0.1531,7.721,7.861,8.588,0.0855,,8.0,carcinoma,NS,PANCREAS
NCIH1944_LUNG,5.156,3.189,10.1,8.791,2.347,0.02418,3.549,11.79,6.543,19.25,34.95,42.63,101.4,6.498,37.33,0.00112,8.184,0.02224,4.126,6.812,19.68,4.859,4.77,8.115,14.55,211.7,34.8,9.073,9.492,5.811,12.12,2.686,7.867,11.58,6.59,4.976,11.28,3.284,4.04,3.614,10.59,0.4162,8.0,8.0,carcinoma,non_small_cell_carcinoma,LUNG
HCC1833_LUNG,5.026,6.344,15.04,5.5,2.091,0.1026,5.202,12.32,8.416,22.68,96.88,52.05,106.2,4.619,59.6,35.34,44.32,0.01505,5.844,10.34,16.16,10.77,1.947,12.32,34.05,49.08,94.25,10.38,39.65,2.615,11.32,11.98,9.238,9.213,1.697,6.847,18.25,1.255,1.795,6.038,19.24,,,,carcinoma,adenocarcinoma,LUNG
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.905,5.786,49.38,18.42,6.354,0.02523,12.84,9.995,18.19,10.13,23.83,31.31,61.35,9.611,106.6,0.06471,1.484,0.00728,9.57,7.263,28.1,10.36,27.54,10.1,29.84,10.92,24.06,15.53,27.87,22.65,11.98,6.319,6.247,16.05,4.15,10.46,16.71,7.487,6.792,13.79,14.3,,,,lymphoid_neoplasm,Burkitt_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH460_LUNG,4.893,3.291,13.94,12.34,1.477,0.01297,1.924,10.41,16.52,16.62,16.33,62.28,109.6,9.351,66.13,0.02559,4.687,0.09692,2.948,4.315,16.71,4.306,2.798,8.994,10.4,92.99,12.19,9.331,9.996,2.823,14.5,1.795,9.709,8.342,7.72,8.34,10.15,5.686,5.791,2.621,6.254,8.0,7.261,8.0,carcinoma,large_cell_carcinoma,LUNG
NCIH661_LUNG,4.836,8.116,19.57,13.72,7.765,0.0,5.476,20.48,5.828,23.02,74.73,59.53,80.83,12.48,13.12,1.422,24.36,0.3902,7.019,5.308,17.37,7.732,2.935,11.94,16.51,42.75,32.65,12.38,21.59,12.05,11.63,2.108,14.84,20.14,32.86,8.759,12.31,4.51,8.426,5.318,12.6,8.0,8.0,8.0,carcinoma,large_cell_carcinoma,LUNG
KM12_LARGE_INTESTINE,4.828,4.044,19.85,16.73,6.716,0.0,6.791,10.89,11.27,9.825,26.94,26.9,142.8,13.0,78.11,0.02032,0.1058,1.262,4.494,3.876,0.08403,31.56,6.82,8.707,21.18,65.05,75.93,19.48,17.61,8.438,6.855,5.053,6.247,10.68,14.12,10.02,13.52,2.066,5.97,6.088,10.42,,,,carcinoma,adenocarcinoma,LARGE_INTESTINE
RH30_SOFT_TISSUE,4.757,7.203,24.59,7.748,2.067,1.544,2.412,30.4,1.68,42.76,37.64,81.57,3764.0,38.9,45.86,0.03574,10.58,0.01105,3.022,4.222,29.82,7.702,3.368,11.17,15.94,21.23,62.13,12.97,21.26,1.895,12.01,1.046,15.98,12.1,10.09,6.978,20.57,10.28,8.782,4.155,11.16,,,,rhabdomyosarcoma,alveolar,SOFT_TISSUE
MDAMB361_BREAST,4.624,5.577,6.204,7.252,1.951,0.02915,3.636,19.14,8.705,23.24,17.89,89.71,91.44,4.529,10.61,14.71,22.94,0.8162,5.056,4.168,16.74,6.494,5.643,20.06,12.41,44.45,130.1,21.11,20.21,2.206,19.81,3.673,10.55,12.77,392.2,27.32,12.96,3.223,7.828,5.333,12.83,,,,carcinoma,NS,BREAST
GSS_STOMACH,4.617,4.802,30.09,10.27,3.901,0.01949,6.374,16.39,7.79,16.53,23.35,19.82,115.8,20.99,93.09,0.05467,0.02793,3.055,3.967,0.01771,19.87,5.798,3.81,11.96,37.8,66.99,46.85,11.93,11.53,9.672,26.17,3.082,6.086,11.29,2.142,15.94,13.08,27.06,15.86,3.436,16.69,,,,carcinoma,adenocarcinoma,STOMACH
HS940T_FIBROBLAST,4.577,2.988,11.47,1.905,0.6554,0.01174,6.142,13.85,7.922,16.01,16.65,36.28,48.24,8.589,12.58,0.1278,22.45,0.06674,3.502,5.166,12.07,1.741,4.994,8.757,7.585,15.79,16.52,12.86,8.368,4.794,6.123,1.981,3.935,10.16,13.56,5.011,10.49,4.918,5.413,2.47,5.258,,,,,,FIBROBLAST
NCIH209_LUNG,4.509,6.092,5.478,13.9,4.842,0.0,5.937,18.7,6.365,37.2,33.37,36.02,126.1,0.1196,0.3315,0.01295,5.847,0.01049,12.78,16.64,10.66,4.239,7.643,23.54,12.56,27.54,105.1,16.83,20.49,8.582,10.99,7.343,11.07,24.35,5.13,10.73,24.99,0.09036,8.103,16.06,23.25,,,,carcinoma,small_cell_carcinoma,LUNG
CAL148_BREAST,4.457,4.538,57.72,8.29,1.323,0.01272,3.551,6.331,5.791,43.53,0.4167,108.6,112.4,0.07421,66.07,2.425,12.94,0.5679,5.732,9.176,18.09,5.416,3.838,24.66,26.7,40.34,247.8,12.32,47.84,2.535,48.47,5.887,8.017,0.5274,118.2,6.876,31.47,7.48,6.124,10.03,13.37,,,,carcinoma,ductal_carcinoma,BREAST
NCIH1395_LUNG,4.34,3.736,4.954,3.883,1.003,0.05353,1.925,10.07,4.533,13.72,9.8,31.0,34.99,10.47,71.13,1.376,0.1196,0.2528,2.418,3.042,8.135,1.984,2.457,9.306,4.271,42.98,83.24,8.361,5.924,2.348,12.6,1.801,5.996,4.926,17.19,3.721,4.724,2.132,5.449,3.667,5.575,,,,carcinoma,adenocarcinoma,LUNG
JHUEM2_ENDOMETRIUM,4.329,4.208,47.61,6.116,1.779,0.0015,8.706,17.32,4.584,16.26,30.1,76.76,124.6,0.1299,1.103,0.9138,17.44,48.8,4.827,8.269,0.05051,5.734,5.696,20.52,19.87,73.88,60.72,8.829,31.6,7.706,27.31,5.095,9.049,13.97,21.52,11.49,26.14,10.62,9.126,4.253,11.61,5.035,,8.0,carcinoma,adenocarcinoma,ENDOMETRIUM
CHLA99_BONE,4.263,2.296,30.27,8.827,1.466,10.83,9.192,5.222,4.943,19.17,33.43,21.38,196.8,0.00746,58.28,0.02315,29.32,0.07395,7.915,6.901,25.18,2.447,4.385,7.984,18.04,54.54,55.47,15.96,18.1,3.264,11.91,1.591,11.91,18.68,12.78,7.366,14.69,3.691,4.194,2.904,3.482,,,,,,BONE
SNU1040_LARGE_INTESTINE,4.256,7.072,15.93,6.874,1.122,0.00108,5.883,19.0,6.693,16.31,24.71,36.51,76.97,4.933,108.3,0.9274,1.672,0.01356,5.279,7.582,1.188,7.509,4.802,10.08,25.13,104.8,39.65,15.25,24.94,3.12,27.61,3.963,12.3,15.51,30.42,5.281,25.35,7.631,3.669,8.442,9.062,,,,carcinoma,NS,LARGE_INTESTINE
SW1463_LARGE_INTESTINE,4.229,5.773,19.55,9.856,3.579,0.0233,4.163,11.14,6.237,26.78,26.12,38.83,107.1,6.174,101.2,0.2597,4.375,0.2401,4.449,2.884,9.832,4.911,4.277,7.437,18.0,42.21,89.04,13.94,11.66,3.572,23.09,2.5,7.572,27.54,16.51,7.848,13.33,5.054,5.086,3.307,6.424,,,,carcinoma,adenocarcinoma,LARGE_INTESTINE
TTC549_SOFT_TISSUE,4.211,6.146,15.95,8.306,2.835,0.00374,6.725,17.22,6.773,11.52,27.3,33.31,107.7,3.459,35.31,0.7097,35.25,17.86,6.063,6.489,20.52,4.359,5.052,15.18,28.38,27.6,19.83,13.28,36.33,10.36,11.55,4.627,8.964,8.512,16.76,22.45,22.01,11.12,7.578,5.563,13.4,,,,,,SOFT_TISSUE
NCIH510_LUNG,4.185,8.125,26.08,12.12,3.019,0.1474,7.182,11.65,4.712,21.32,31.12,64.21,139.3,1.515,6.643,15.74,1.177,1.873,3.457,7.884,13.62,10.54,8.321,17.04,14.08,26.05,59.04,18.62,33.52,9.466,11.63,6.135,9.19,0.6915,3.927,14.43,13.43,0.3604,8.642,6.118,17.36,,,,carcinoma,small_cell_carcinoma,LUNG
CCK81_LARGE_INTESTINE,4.184,6.369,54.87,17.96,2.955,0.02692,3.929,22.72,10.99,9.621,15.23,48.2,153.1,5.392,96.79,0.0106,1.266,2.085,4.371,7.36,12.44,14.48,5.041,16.53,30.9,294.1,49.17,19.96,16.04,3.102,26.32,5.41,13.63,13.9,26.15,12.23,31.8,27.98,6.949,3.393,10.64,0.7198,8.0,8.0,carcinoma,adenocarcinoma,LARGE_INTESTINE
KELLY_AUTONOMIC_GANGLIA,4.18,3.443,15.67,14.37,3.093,13.24,6.039,11.57,15.61,6.359,43.31,17.51,107.8,39.0,0.2746,37.14,6.6,2.354,8.864,5.331,17.72,4.783,6.661,23.34,21.55,25.85,55.65,17.58,32.02,6.074,8.256,3.772,14.2,8.993,0.2382,12.92,13.97,0.01892,5.034,7.752,13.64,8.0,,8.0,neuroblastoma,NS,AUTONOMIC_GANGLIA
A101D_SKIN,4.113,3.562,10.21,7.908,1.659,0.8852,6.115,17.69,0.7597,15.26,26.59,33.7,125.3,15.11,7.118,0.00394,0.1822,0.02128,8.492,3.681,12.68,4.749,2.982,14.21,6.254,42.76,9.555,9.444,12.18,6.901,6.912,2.25,5.241,18.23,8.221,5.162,17.02,5.946,5.805,8.209,13.09,,,,malignant_melanoma,NS,SKIN
KPMRTRY_SOFT_TISSUE,4.101,21.09,37.16,7.558,3.536,0.00354,7.293,19.03,8.056,11.84,27.39,33.43,148.3,0.01424,51.66,0.03031,21.47,0.01875,5.311,6.942,22.06,3.473,9.536,13.19,18.58,36.54,17.7,16.43,37.21,12.04,7.849,4.639,7.914,6.3,28.53,12.5,17.79,8.365,9.641,7.552,12.73,,,,,,SOFT_TISSUE
SAOS2_BONE,4.08,4.418,0.08446,7.008,4.627,0.00469,6.494,14.22,5.211,28.54,32.46,48.52,131.2,10.69,38.83,0.02003,15.45,12.11,8.625,5.978,19.26,3.718,6.366,10.77,15.53,21.2,34.58,20.43,29.9,4.543,6.665,4.255,9.344,5.018,17.83,16.36,12.84,2.84,7.954,11.27,11.67,8.0,8.0,8.0,osteosarcoma,NS,BONE
22RV1_PROSTATE,3.928,8.497,7.537,27.93,3.696,0.00891,5.811,22.53,12.57,21.94,22.66,48.67,122.7,3.539,99.54,0.07615,2.545,0.05261,8.788,8.041,34.96,8.045,6.157,10.21,20.68,190.0,20.42,15.64,49.86,6.936,10.52,3.738,18.53,21.04,13.29,13.79,19.73,5.344,8.682,10.64,16.5,8.0,5.366,8.0,carcinoma,NS,PROSTATE
HS695T_SKIN,3.883,1.766,32.17,6.122,2.167,0.8848,6.118,13.59,3.564,17.46,16.15,40.04,45.4,46.66,8.747,0.2739,46.6,1.742,7.079,5.117,14.02,5.754,3.039,15.24,7.056,8.474,27.06,20.72,13.54,2.643,7.516,1.75,9.33,11.12,12.67,6.575,10.63,11.43,3.334,5.071,6.971,0.238,8.0,8.0,malignant_melanoma,NS,SKIN
CAOV4_OVARY,3.775,5.089,29.18,6.857,2.705,0.701,6.092,9.382,4.72,10.83,15.46,34.7,54.07,5.992,48.21,0.07401,4.013,9.862,4.235,5.196,8.413,5.601,6.806,31.55,15.25,126.0,32.27,12.05,24.74,3.964,10.15,2.169,5.649,5.764,49.33,6.57,12.88,3.004,10.46,6.983,11.22,,,,carcinoma,adenocarcinoma,OVARY
HMC18_BREAST,3.753,8.169,2.575,10.95,4.082,0.1151,11.41,12.46,4.159,16.01,26.95,29.87,121.4,4.848,185.1,0.00262,7.291,0.1296,5.914,0.00844,15.93,4.905,8.499,10.44,11.89,19.0,9.862,25.32,19.42,8.292,15.72,2.532,5.419,20.92,6.967,105.7,27.91,2.384,11.92,2.655,6.923,0.03637,6.624,8.0,carcinoma,NS,BREAST
LN319_CENTRAL_NERVOUS_SYSTEM,3.717,2.305,49.95,14.62,2.572,2.12,7.53,16.99,10.16,14.42,29.36,33.68,73.14,4.523,21.8,0.02132,19.9,26.16,2.837,8.355,15.72,12.92,6.085,10.09,11.82,33.53,16.24,24.2,28.0,6.487,10.79,3.03,9.028,3.605,23.07,13.63,17.1,8.544,5.842,4.85,5.464,,,,glioma,astrocytoma_Grade_III,CENTRAL_NERVOUS_SYSTEM
COV318_OVARY,3.714,2.049,18.11,2.463,1.56,0.00422,6.319,6.41,4.36,6.902,49.02,44.2,45.78,27.08,16.91,0.0391,12.6,3.838,4.961,4.895,8.661,6.3,4.126,21.94,9.932,50.46,14.08,8.541,27.38,5.858,10.89,2.495,5.136,10.87,8.207,4.856,14.18,4.318,4.452,6.277,4.833,8.0,8.0,8.0,carcinoma,NS,OVARY
SCCOHT1_OVARY,3.707,5.304,44.92,13.06,3.259,0.0121,9.479,16.49,10.77,8.39,32.98,25.25,118.5,0.0694,47.06,0.01551,30.6,13.9,5.875,8.784,18.71,6.625,11.44,8.83,45.73,48.67,10.14,22.95,30.73,21.14,13.98,3.324,3.339,20.85,17.75,16.16,12.48,1.568,14.2,5.296,8.033,,,,,,OVARY
NCIH1876_LUNG,3.661,10.39,40.66,9.734,3.914,0.4665,12.39,13.69,6.594,17.21,34.95,29.93,118.4,2.668,3.994,0.7751,25.19,0.9002,9.098,20.39,10.74,11.08,20.8,18.54,22.91,28.08,66.27,12.96,28.33,7.28,12.11,3.72,5.551,9.059,7.077,11.77,15.4,2.323,8.946,12.06,22.52,,,,carcinoma,small_cell_carcinoma,LUNG
HCC1599_BREAST,3.638,5.444,5.846,10.89,1.694,0.04895,13.54,14.56,9.238,20.6,24.05,34.37,90.64,8.783,227.3,0.2598,8.211,1.398,5.735,11.14,6.271,11.2,10.46,10.7,18.84,18.35,176.4,11.88,22.54,4.969,24.14,3.226,12.01,6.187,22.32,8.822,13.77,34.61,8.074,9.225,15.19,,,,carcinoma,ductal_carcinoma,BREAST
KPNYN_AUTONOMIC_GANGLIA,3.546,5.126,29.36,11.81,3.42,19.84,7.12,11.6,23.56,27.72,21.32,60.06,137.9,63.01,1.06,4.072,28.14,0.02428,5.916,16.49,25.53,4.037,8.382,16.88,27.1,18.91,86.59,14.06,19.85,8.633,14.1,7.634,17.51,13.38,2.952,8.338,17.18,0.5441,1.655,7.384,13.27,,,,neuroblastoma,NS,AUTONOMIC_GANGLIA
HS294T_SKIN,3.532,2.911,28.7,5.483,1.294,0.7115,5.372,16.91,0.8388,16.4,25.82,29.82,115.5,9.111,7.494,0.01641,1.937,0.00615,7.512,4.94,17.11,4.671,3.377,21.95,10.58,32.76,12.41,16.34,10.66,8.792,7.718,4.187,3.295,19.72,20.13,5.083,17.35,6.884,7.189,7.323,10.67,8.0,2.905,8.0,malignant_melanoma,NS,SKIN
MFE280_ENDOMETRIUM,3.481,4.085,8.808,8.105,1.077,0.01804,8.775,10.77,15.55,32.31,58.29,64.95,63.07,1.238,34.07,1.965,43.05,1.23,4.854,6.152,9.316,6.637,8.779,21.07,18.78,28.73,26.41,22.2,14.55,6.279,9.467,4.182,6.428,0.05423,117.2,8.379,13.59,4.974,3.794,4.973,8.88,8.0,1.383,8.0,carcinoma,adenocarcinoma,ENDOMETRIUM
HCC1428_BREAST,3.303,3.883,21.55,9.398,1.196,0.00526,7.493,10.94,12.58,46.61,19.52,98.74,82.69,0.382,28.97,15.45,3.796,9.552,4.42,2.861,14.96,7.084,6.135,20.22,17.82,32.57,38.38,21.85,26.97,2.206,23.3,5.405,14.73,7.924,20.26,12.78,26.82,3.136,6.298,9.805,14.47,,,,carcinoma,NS,BREAST
NCIH2066_LUNG,3.198,6.206,62.01,4.09,4.324,0.02059,7.833,59.63,2.772,8.211,34.14,30.36,73.53,6.787,49.63,0.1078,2.777,8.334,5.097,4.621,19.46,5.836,6.696,7.357,27.66,86.79,41.04,30.55,30.59,10.97,5.609,7.547,5.114,1.959,5.188,11.34,30.03,0.6441,11.37,6.475,16.44,,,,carcinoma,small_cell_carcinoma,LUNG
HS944T_SKIN,3.181,3.164,7.834,10.48,2.378,0.236,5.783,14.28,3.67,19.1,31.11,49.53,84.92,7.916,8.144,0.0307,2.456,0.08407,5.542,5.706,25.13,4.824,3.551,10.5,18.84,57.99,8.423,9.589,16.24,2.735,6.426,2.948,6.183,14.08,8.389,7.24,11.27,8.574,5.291,3.426,5.89,0.1437,0.3527,8.0,malignant_melanoma,NS,SKIN
NH6_AUTONOMIC_GANGLIA,3.148,6.022,17.35,12.74,4.258,69.45,11.34,13.41,28.76,18.12,18.92,48.73,67.0,56.21,2.664,7.168,30.0,0.9342,9.29,14.64,18.44,2.552,11.06,19.84,29.58,21.21,54.5,17.55,19.87,10.41,11.33,6.791,12.79,17.55,2.484,16.27,13.03,0.03859,12.31,20.42,19.26,,,,neuroblastoma,NS,AUTONOMIC_GANGLIA
